;0
77;Ein funkelndes, verheißungsvolles neues Jahr liegt einladend vor uns! Lasst uns gemeinsam das Beste für Körper, Geist und Wohlbefinden daraus machen!Seid eingeladen zu extra für euch konzeptionierten Workshops zu wechselnden Themen aus der Theorie und Praxis von Fitness, Gesundheit und Mentaltraining. Anders als in den üblichen wöchentlichen Kursen gibt es in unseren Workshops mehr Raum, um sich zu erproben und auszutauschen. So kannst du dich inspirieren lassen, neue Erkenntnisse gewinnen und für dich Wichtiges vertiefen. Verwirkliche mit uns gemeinsam deine körperlichen und geistigen Ziele!22.10.2021 >> Power-Yoga: Intensivtraining I29.10.2021>> Power-Pilates: Intensivtraining I05.11.2021 >> Power-Yoga: Asanas intensiv19.11.2021 >> Faszien-Spezial03.12.2021 >> Power-Yoga: Von Asanas zu Karanas17.12.2021 >> Frohe Entschleunigung14.01.2022 >> Gute Vorsätze verwirklichen I: Gesundheit21.01.2022 >> Gute Vorsätze verwirklichen II: Fitness11.02.2022 >> Power-Pilates: Intensivtraining IIDu möchtest einmal Pilates ausprobieren? Du hast bereits Pilates-Erfahrungen oder besuchst den Power-Pilates-Kurs des Hochschulsport-Köln, möchtest aber deine Übungen effektiver und sicherer ausführen?Dann ist dieser Workshop genau das Richtige für dich. Denn der Schwerpunkt liegt darauf, die korrekte Technik und Ausführung einzelner Übungen zu erlernen. Dazu werden Pilates-Grundlagen erläutert, einzelne Bewegungsabläufe genau erklärt und teilweise mit individueller Korrektur eingeübt. Die Auswahl der Übungen orientiert sich am Kurs „Power-Pilates“, sodass ihr dort das in diesem Workshop neu Erlernte wöchentlich anwenden könnt. Auf diese Weise werdet ihr mit Freude und Erfolg euer Körpergefühl verbessern und eurer Muskulatur Schliff verleihen!Der Besuch von „Power-Pilates: Intensivtraining I“ istKEINETeilnahmevoraussetzung für diesen Workshop. Die Auswahl der Übungen ist anders als bei Workshop I.>> Online-Anmeldung18.02.2022 >> Der Speck muss weg!Du möchtest ein paar Weihnachts- und Corona-Pfunde loswerden? Dann haben wir, Hans und Anna, Informationen und Impulse für dich, wie du mit geschickter Ernährung und Bewegung leichter in den Frühling schweben kannst!Der tägliche Kalorienbedarf, Ernährungs- und Diätfallen, unterstützende Sporternährung sowie praktische Alltagstipps rund ums Abnehmen sind Themen der Theorieteile. Praktisch werden wir zusammen einige Kalorien beim Muskelaufbau mit dem kleinsten Fitnessstudio der Welt und beim Ausdauertraining verbrennen. So können wir gleich zusammen den ersten Schritt tun, damit du dein schlankes Ziel erreichst!>> Online-AnmeldungDie Workshops finden themengleichfreitagsvon17:00–19:15 Uhrund19:30–21:45 Uhrin derLochnerstraße 13statt. Die Teilnehmerzahl für die Workshops ist begrenzt! Bitte seid10 Minutenvor Workshopbeginn in der Turnhalle, damit wir pünktlich zusammen starten können. Denke auch daran deine Matte mitzubringen. Für die Teilnahme gilt die aktuelle2G+-Regel.TagBeginnEndeNiveauOrtBemerkungenAnmeldungKursausfälleFreitag17:0019:15Lochnerstr. 13nur Vorlesungszeit11.02.2022 Power-Pilates Intensivtraining IIhttps://www.gy…Freitag19:3021:45Lochnerstr. 13nur Vorlesungszeit11.02.2022 Power-Pilates Intensivtraining IIhttps://www.gy…
78;"Dieser Kurs wird leider bis auf Weiteres ausfallen!Yoga Nidra ist eine sehr kraftvolle und einfach auszuführende Yogatechnik aus der Tradition des Satyananda Yoga. Sie führt systematisch in einen Zustand der tiefenphysischen, mentalen und emotionalen Entspannung. Dieser bewusste Schlaf ist ein idealer Weg, dem hektischen Alltag besser zu begegnen und innere Ruhe und Klarheit zu bewahren, so dass sich Konzentration und Lernbereitschaft verbessern können. Vor Yoga Nidraerfolgt jeweils die Führung durch einfache Asanas (Yoga-Haltungen).Bitte unbedingt bequeme Kleidung, eine Matte und eine Decke mitbringen!2G+ Nachweispflicht ab SofortDas heißt, es dürfen nur teilnehmen:- immunisierte Personen (geimpft/genesen), diezusätzlichverfügen über- einenaktuell gültigen Testnachweis(Antigen-Schnelltest max. 24 Std. alt;PCR-Test max. 48 Std. alt).NEU!:Diezusätzliche Testpflicht (2G+) entfälltfür Personen, diezusätzlich zur vollständigen Grundimmunisierung geboostertoder in den letzten drei Monaten von einer Infektiongenesensind.Vor Kursbeginn sind die Teilnehmenden angehalten, den Nachweis zum Corona-Schutz-Status samt Personalausweis vorzulegen. Ohne Nachweis ist die Teilnahme nicht gestattet.------------- ACHTUNG: KOMMT CA. 10 MIN VOR KURSBEGINN! -----------------WER ZU SPÄT KOMMT, MUSS VON DER TEILNAHME LEIDER AUSGESCHLOSSEN WERDEN.Grund ist, dass nach Kursbeginn der Corona-Schutz-Status nicht mehr kontrolliert werden kann.Online-AnmeldungAufgrund der aktuellen Bedingungen müssen wir die Teilnehmerzahl für den Kurs reduzieren. Daher gibt es eine Online-Anmeldung;sie wird jeweils drei Stunden vor Kursbeginn eröffnet. Diese Anmeldung ist verbindlich! Bitte achtet darauf, pünktlich vor Ort zu erscheinen."
79;"Curling, das ist Schach auf dem Eis. Zwei Mannschaften zu je 4 Spielern versuchen ihre 20 kg Steine möglichst nah am Ziel zu platzieren. Behilflich sind ihnen dabei Besen und eine Menge Gebrüll. Seit 2011 wird Curling auch im Lentpark in Köln gespielt.Wir freuen uns auch in diesem Semester in Zusammenarbeit mit dem K.E.K. kostenlose Einführungskurse für unsere Studierenden anbieten können.Die Anmeldung unterstudenten@curling-koeln.deist zwingend erforderlich und verbindlich. Die genauen Daten der Einführungskurse (Oktober bis März) sind aufwww.curling-koeln.de/kursezu finden.Die Teilnahme ist nur nach Erhalt einer Bestätigungsmail möglich.Auch über neue Mitglieder - mit oder ohne vorherige Kursteilnahme - freuen wir uns jederzeit.2G+ Nachweispflicht ab SofortDas heißt, es dürfen nur teilnehmen:- immunisierte Personen (geimpft/genesen), diezusätzlichverfügen über- einenaktuell gültigen Testnachweis(Antigen-Schnelltest max. 24 Std. alt;PCR-Test max. 48 Std. alt).NEU!:Diezusätzliche Testpflicht (2G+) entfälltfür Personen, diezusätzlich zur vollständigen Grundimmunisierung geboostertoder in den letzten drei Monaten von einer Infektiongenesensind.Vor Kursbeginn sind die Teilnehmenden angehalten, den Nachweis zum Corona-Schutz-Status samt Personalausweis vorzulegen. Ohne Nachweis ist die Teilnahme nicht gestattet.------------- ACHTUNG: KOMMT CA. 10 MIN VOR KURSBEGINN! -----------------WER ZU SPÄT KOMMT, MUSS VON DER TEILNAHME LEIDER AUSGESCHLOSSEN WERDEN.Grund ist, dass nach Kursbeginn der Corona-Schutz-Status nicht mehr kontrolliert werden kann.TagBeginnEndeNiveauOrtBemerkungenAnmeldungKursausfälleDienstag20:0022:00Eisstadion Lentparknur Vorlesungszeit"
80;"Einrad-Freestyle ist eine Trendsportart, die Gleichgewichtssinn und Geschicklichkeit fördert. Neben demNormal-, Rückwärts- und Einbeinigfahren gibt es unendlich viele Tricks, die man erlernen kann. Für Meisterschaften werden Küren einstudiert, die ein bestimmtes Thema haben; dazu wird passende Musik, Kostüme und Choreografie bewertet.Aber zunächst fangt ihr natürlich mit den Grundlagendes Sportes an.Der Einrad-Sport stellt einen immer wieder vor neue Herausforderungen und wird daher nie langweilig! Kommt vorbei und probiert es selbst aus!"
81;"Jawoll – genau so, wie man sich das vorstellt: Hockeyauf einem Einrad! Kein Eishockey, kein Feldhockey, keinKunstradfahren, kein Radball sondern eher eine Mischung aus allem. (Vielleicht ist noch eine Portion Basketball dabei, weil Einradhockey körperlos gespielt wird.)Es ist eine Ballsportart, die auf dem Einrad ausgeübt wird und leider noch nicht olympisch ist. Zwei Teams spielen gegeneinander, in jedem Team gibt es vier Feldspieler und einen Torwart. Es wird mit Eishockeyschlägern und einem Tennisball oder Straßenhockeyball auf Eishockeytore gespielt. Da Fairness selbstverständlich ist, ist keine weitere Schutzausrüstung zwingend nötig.Das Einrad – mit hellen, sauberen Reifen – müsst ihr euch selbst mitbringen, außerdem Schläger, Hand- und Knieschutz.Die Teilnehmerzahl ist begrenzt!DieAnmeldungfindet vor Ort bei Kursbeginn statt.2G+ Nachweispflicht ab SofortDas heißt, es dürfen nur teilnehmen:- immunisierte Personen (geimpft/genesen), diezusätzlichverfügen über- einenaktuell gültigen Testnachweis(Antigen-Schnelltest max. 24 Std. alt;PCR-Test max. 48 Std. alt).NEU!:Diezusätzliche Testpflicht (2G+) entfälltfür Personen, diezusätzlich zur vollständigen Grundimmunisierung geboostertoder in den letzten drei Monaten von einer Infektiongenesensind.Vor Kursbeginn sind die Teilnehmenden angehalten, den Nachweis zum Corona-Schutz-Status samt Personalausweis vorzulegen. Ohne Nachweis ist die Teilnahme nicht gestattet.------------- ACHTUNG: KOMMT CA. 10 MIN VOR KURSBEGINN! -----------------WER ZU SPÄT KOMMT, MUSS VON DER TEILNAHME LEIDER AUSGESCHLOSSEN WERDEN.Grund ist, dass nach Kursbeginn der Corona-Schutz-Status nicht mehr kontrolliert werden kann.!!!Wichtig!!!: DieKurse werden nur unterEinhaltung konkreter Verhaltensregeln und strenger Hygienevorschriftenmöglich sein(beim Betreten und Verlassen des Geländes besteht Maskenpflicht und Abstandshaltung). Bei Missachten der Regeln steht es dem Hochschulsport zu Teilnehmer vom Kurs auszuschließen.TagBeginnEndeNiveauOrtBemerkungenAnmeldungKursausfälleMontag16:3019:00Rendsburger Platz 1Vorlesungszeit und vorlesungsfreie ZeitBeginn: 25.10.21"
82;"Go ist ein besonders in Asien beliebtes Brettspiel für zweiPersonen, welches in seinen Anforderungen und seiner Komplexität dem Schach ähnelt. Es ist einfach zu erlernen und so kurzweilig wie herausfordernd. Go fördert die Geselligkeit, spornt zum intellektuellen Wettkampf an und trainiert die Konzentrationsfähigkeit.Anfänger sind herzlich willkommen.Die Adresse lautet:Ursulakloster 4-6, 50688 Köln2G+ Nachweispflicht ab SofortDas heißt, es dürfen nur teilnehmen:- immunisierte Personen (geimpft/genesen), diezusätzlichverfügen über- einenaktuell gültigen Testnachweis(Antigen-Schnelltest max. 24 Std. alt;PCR-Test max. 48 Std. alt).NEU!:Diezusätzliche Testpflicht (2G+) entfälltfür Personen, diezusätzlich zur vollständigen Grundimmunisierung geboostertoder in den letzten drei Monaten von einer Infektiongenesensind.Vor Kursbeginn sind die Teilnehmenden angehalten, den Nachweis zum Corona-Schutz-Status samt Personalausweis vorzulegen. Ohne Nachweis ist die Teilnahme nicht gestattet.------------- ACHTUNG: KOMMT CA. 10 MIN VOR KURSBEGINN! -----------------WER ZU SPÄT KOMMT, MUSS VON DER TEILNAHME LEIDER AUSGESCHLOSSEN WERDEN.Grund ist, dass nach Kursbeginn der Corona-Schutz-Status nicht mehr kontrolliert werden kann.TagBeginnEndeNiveauOrtBemerkungenAnmeldungKursausfälleDienstag19:0023:00Cafe StövchenVorlesungszeit und vorlesungsfreie Zeit"
83;(Für Behinderte und Nichtbehinderte)Mit diesen Angeboten möchte die Arbeitsgruppe Integrationssport Behinderten und Nichtbehinderten gemeinsame Erfahrungen im Sport vermitteln. „Sport füralle“ nach den jeweiligen Fähigkeiten, Möglichkeitenund Bedürfnissen sowie Spaß am gemeinschaftlichen Handeln sind Ziele dieses Angebotes.Interessenten melden sich bitte in den Hochschulsportbüros bei Saeed.
84;"Kreativ Hindernisse überwindenLe Parkour ist die schnelle und effiziente Kunst der Fortbewegung. Ziel ist es, natürliche und künstlicheHindernisse durch Laufen, Rennen, Springen, Gehen auf allen Vieren, Klettern und Balancieren kreativ zu überwinden. Dabei tasten sich die Traceure (Läufer) langsamund vorsichtig an ihre Grenzen heran und unterstützen sich gegenseitig. Erforderlich ist ein hohes Maß an Körperbeherrschung, eine realistische Selbsteinschätzung und Disziplin.Der Einstieg ist in den ersten drei Kurswochen möglich.2G+ Nachweispflicht ab SofortDas heißt, es dürfen nur teilnehmen:- immunisierte Personen (geimpft/genesen), diezusätzlichverfügen über- einenaktuell gültigen Testnachweis(Antigen-Schnelltest max. 24 Std. alt;PCR-Test max. 48 Std. alt).NEU!:Diezusätzliche Testpflicht (2G+) entfälltfür Personen, diezusätzlich zur vollständigen Grundimmunisierung geboostertoder in den letzten drei Monaten von einer Infektiongenesensind.Vor Kursbeginn sind die Teilnehmenden angehalten, den Nachweis zum Corona-Schutz-Status samt Personalausweis vorzulegen. Ohne Nachweis ist die Teilnahme nicht gestattet.------------- ACHTUNG: KOMMT CA. 10 MIN VOR KURSBEGINN! -----------------WER ZU SPÄT KOMMT, MUSS VON DER TEILNAHME LEIDER AUSGESCHLOSSEN WERDEN.Grund ist, dass nach Kursbeginn der Corona-Schutz-Status nicht mehr kontrolliert werden kann.DieAnmeldungfindet vor Ort bei Kursbeginn statt.!!!Wichtig!!!: DieKurse werden nur unterEinhaltung konkreter Verhaltensregeln und strenger Hygienevorschriftenmöglich sein(beim Betreten und Verlassen des Geländes besteht Maskenpflicht und Abstandshaltung). Bei Missachten der Regeln steht es dem Hochschulsport zu Teilnehmer vom Kurs auszuschließen.TagBeginnEndeNiveauOrtBemerkungenAnmeldungKursausfälleMittwoch20:0021:30Turnhalle Hauptschule Wuppertaler Str.Vorlesungszeit und vorlesungsfreie ZeitBeginn: 27.10.21"
85;Von nun an geht‘s bergab! Dieses Angebot richtet sichan alle Longboarder und Longboarderinnen, die gepflegtund ohne Gegenverkehr die Bergab-Herausforderungsuchen. Dazu steht uns ein wunderbarer, autofreier Bergam Metabolon-Gelände in der Nähe von Engelskirchen zur Verfügung. Mitzubringen sind neben dem Longboard auch entsprechendes Sicherheitsequipment: Helm, Knie- sowie Ellbogenschoner und Handschuhe.Der Kurs wird wieder im Sommersemester 2022 angeboten!
86;Nordic Walking ist ein gelenkschonendes und nahezu diegesamte Körpermuskulatur beanspruchendes Ganzkörpertraining. Durch aktiven Arm- und Beineinsatz werdenca. 400 Muskeln beansprucht, wobei der Schwerpunkt bei der Oberkörper- und Rumpfmuskulatur liegt. Vielezur Abschwächung neigende Muskeln werden gekräftigt.Die Gelenkbelastung und Stauchung der Wirbelsäuleist dabei deutlich geringer als beispielsweise beimJoggen. Außerdem wirkt es sich positiv auf das Herz-Kreislauf-System aus.Im Kurs wird eine Einführung in die Technik des Stockeinsatzes gegeben, sodass später ein selbstständigesTraining erfolgen kann.Die komplette Ausrüstung wird gestellt und der Kurs ist kostenlos.Termin:04.12.2021Zeit: 10:30 - 12:00 UhrOrt:HumFAnmeldung: Do. 02.12..21von10 - 12 Uhrim Hochschulsportbüro 1 in der UniMensa.
87;Augrund der Corona Situation wird die Nutzung der Halle zur Zeit leider nicht möglich sein. Sobald sie wieder zur Verfügung gestellt wird, wird dieser Kurs wieder stattfinden.„Ich bedauere jeden, der das Schachspiel nicht kennt.Bringt es schon dem Lernenden Freude, so führt es denKenner zu hohem Genuss.“ – Leo TolstoiEs handelt sich hier um das wohl populärste BrettspielEuropas, welches sogar als einziges als Sportart anerkannt wird.Egal ob Anfänger oder alte Schach-Hasen, ihr seid herzlich eingeladen, euch in angenehmer Atmosphäre zu duellieren, auszutauschen und zu verbessern. Der Kurs wird von unserem erfahrenen Schachmeister Eugen geleitet.Voraussichtlicher Beginn:
88;"Der Schießsport mit allen seinen Disziplinen gehört zu den Koordinations-Sportarten, die ein hohes Maß an Konzentration,Kraft und Ausdauer erfordern. Zudem stellt das Schießen wegen deshierzu erforderlichen Zusammenspiels von körperlichen und mentalen Fähigkeiten eine gute Möglichkeit dar, physischen und psychischen Stress abzubauen.In Zusammenarbeit mit dem Schießclub Ford e.V. wird Anfängern und Fortgeschrittenen in diesem Semester die Möglichkeit geboten, das Schießen in allen Pistolen- und Gewehrdisziplinen zu erlernen oder fortzuführen. Waffen und Munition werden unter besonderer Berücksichtigung der Sicherheitsmaßnahmen gestellt.Weitere Infos und Anmeldung:aiz43@uni-koeln.de.2G+ Nachweispflicht ab SofortDas heißt, es dürfen nur teilnehmen:- immunisierte Personen (geimpft/genesen), diezusätzlichverfügen über- einenaktuell gültigen Testnachweis(Antigen-Schnelltest max. 24 Std. alt;PCR-Test max. 48 Std. alt).NEU!:Diezusätzliche Testpflicht (2G+) entfälltfür Personen, diezusätzlich zur vollständigen Grundimmunisierung geboostertoder in den letzten drei Monaten von einer Infektiongenesensind.Vor Kursbeginn sind die Teilnehmenden angehalten, den Nachweis zum Corona-Schutz-Status samt Personalausweis vorzulegen. Ohne Nachweis ist die Teilnahme nicht gestattet.------------- ACHTUNG: KOMMT CA. 10 MIN VOR KURSBEGINN! -----------------WER ZU SPÄT KOMMT, MUSS VON DER TEILNAHME LEIDER AUSGESCHLOSSEN WERDEN.Grund ist, dass nach Kursbeginn der Corona-Schutz-Status nicht mehr kontrolliert werden kann.TagBeginnEndeNiveauOrtBemerkungenAnmeldungKursausfälleDienstag17:0019:00Feldgärtenstraße 141 (Niehl)nur Vorlesungszeit"
89;Unter dem Motto „safety-first“ finden in diesem Semester Einsteiger-Kurse statt. Schrittweise werden die Grundtechniken (sicheres Fallen, Bremsen, Rollen) vermittelt. Aufbauend üben wir das Kurven fahren, Ausweichen und Gleiten. Bei allen Aktionen ist die komplette Schutzausrüstung Pflicht (Knie-, Ellenbogen-, Handprotektoren)! Helm ist ratsam! Bei Regen kann der Kurs nicht stattfinden!Begrenzte Teilnehmerzahl! Bei Regen kann der Kurs nicht stattfindenAnmeldung: Do., 02.12.2021von10 - 12 Uhrim Hochschulsportbüro 1 in der UniMensa.
90;Ein Kletterkurs für Anfänger*innen im Herzen Kölns!In Zusammenarbeit mit der KletterFabrik Köln bieten wir Anfängerkurse in einer der größten Kletterhallen Deutschlands an. Klettergurte und Sicherungsgeräte werden gestellt, Kletterschuhe können bei Bedarf vergünstigt ausgeliehen werden. Hallenschuhe nicht vergessen! Der Kurs richtet sich ausschließlich an Anfänger*innen.In der letzten Kurseinheit findet eine Spaßveranstaltung ähnlich den Olympischen Spielen statt, in der ihr Eure erlernten Kletterfähigkeiten direkt an der Kletterwand beweisen könnt. Danach bietet das Bistro der Kletterfabrik Köln euch den idealen Rahmen, den Kurs bei einem geselligen Beisammensein ausklingen zu lassen.Der erste und zweite Termin sind verpflichtend, ihr müsst pünktlich um 16 Uhr erscheinen! Wer an diesen beiden Terminen nicht erscheint, kann leider am gesamten Kurs nicht mehr teilnehmen.Wichtig: Vor Kursbeginn wird eine Kaution in Höhe von 20€ im Hochschulsportbüro eingesammelt. Bei Nichterscheinen werden pro Termin 5€ einbehalten. Die Kaution wird anschließend nach Ablauf des Kurses im Hochschulsportbüro zurückerstattet.Begrenzte Teilnehmerzahl! Pro Person ist nur die Anmeldung zu einem Kurs möglich.Anmeldung:vom 22.10.2021 um 9:00 Uhr bis zum 25.10.2021 um 9:00 uhr  -hierFür die Teilnahme an allen Kursen des Hochschulsports gilt die2-G Regel(geimpft oder genesen).Vor Kursbeginn sind die Teilnehmenden angehalten, den Nachweis zum Corona-Schutz-Status samt Personalausweis vorzulegen. Ohne Nachweis ist die Teilnahme nicht gestattet.2G Nachweis1. entweder: Nachweis einer vollständigen Impfung (2. Impfung länger als 14 Tage her)2. oder: Nachweis über GenesungTagBeginnEndeNiveauOrtBemerkungenAnmeldungKursausfälleMontag16:0018:00KletterfabrikVorlesungszeit und vorlesungsfreie ZeitBeginn: 08.11.2021 (4 Termine)Dienstag16:0018:00KletterfabrikVorlesungszeit und vorlesungsfreie ZeitBeginn: 02.11.2021 (4 Termine)Mittwoch16:0018:00KletterfabrikVorlesungszeit und vorlesungsfreie ZeitBeginn: 03.11.2021 (4 Termine)
